<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NYMEX.XRB,D,20201217,000000,1.3548000,1.3917000,1.3544000,1.3888000,22310
NYMEX.XRB,D,20201218,000000,1.3886000,1.4018000,1.3784000,1.3964000,13750
NYMEX.XRB,D,20201220,000000,1.3910000,1.3911000,1.3753000,1.3780000,297
NYMEX.XRB,D,20201221,000000,1.3767000,1.3769000,1.3083000,1.3564000,6600
NYMEX.XRB,D,20201222,000000,1.3519000,1.3563000,1.3217000,1.3382000,3534
NYMEX.XRB,D,20201223,000000,1.3395000,1.3871000,1.3211000,1.3810000,3839
NYMEX.XRB,D,20201224,000000,1.3800000,1.3935000,1.3656000,1.3780000,2161
NYMEX.XRB,D,20201227,000000,1.3788000,1.3788000,1.3630000,1.3705000,67
NYMEX.XRB,D,20201228,000000,1.3700000,1.3985000,1.3645000,1.3675000,2601
NYMEX.XRB,D,20201229,000000,1.3683000,1.3951000,1.3683000,1.3901000,2452
NYMEX.XRB,D,20201230,000000,1.3908000,1.4235000,1.3901000,1.4078000,1380
NYMEX.XRB,D,20201231,000000,1.4067000,1.4238000,1.3966000,1.4084000,496
NYMEX.XRB,D,20210103,000000,1.4085000,1.4115000,1.4021000,1.4093000,233
NYMEX.XRB,D,20210104,000000,1.4086000,1.4516000,1.3618000,1.3656000,33961
NYMEX.XRB,D,20210105,000000,1.3657000,1.4586000,1.3641000,1.4415000,31761
NYMEX.XRB,D,20210106,000000,1.4413000,1.4931000,1.4404000,1.4707000,26354
NYMEX.XRB,D,20210107,000000,1.4702000,1.4879000,1.4641000,1.4869000,19828
NYMEX.XRB,D,20210108,000000,1.4864000,1.5495000,1.4844000,1.5480000,26863
NYMEX.XRB,D,20210110,000000,1.5470000,1.5486000,1.5350000,1.5354000,209
NYMEX.XRB,D,20210111,000000,1.5360000,1.5387000,1.5098000,1.5214000,18633
NYMEX.XRB,D,20210112,000000,1.5214000,1.5613000,1.5199000,1.5586000,17222
NYMEX.XRB,D,20210113,000000,1.5612000,1.5756000,1.5344000,1.5459000,18759
NYMEX.XRB,D,20210114,000000,1.5459000,1.5609000,1.5183000,1.5609000,11426
NYMEX.XRB,D,20210115,000000,1.5608000,1.5624000,1.5160000,1.5183000,15373
NYMEX.XRB,D,20210117,000000,1.5181000,1.5245000,1.5166000,1.5210000,87
NYMEX.XRB,D,20210118,000000,1.5210000,1.5264000,1.5115000,1.5241000,2334
NYMEX.XRB,D,20210119,000000,1.5246000,1.5489000,1.5213000,1.5422000,7298
NYMEX.XRB,D,20210120,000000,1.5421000,1.5635000,1.5300000,1.5366000,5375
NYMEX.XRB,D,20210121,000000,1.5350000,1.5515000,1.5285000,1.5483000,5061
NYMEX.XRB,D,20210122,000000,1.5479000,1.5517000,1.5074000,1.5384000,7316
NYMEX.XRB,D,20210124,000000,1.5419000,1.5477000,1.5409000,1.5472000,45
NYMEX.XRB,D,20210125,000000,1.5450000,1.5725000,1.5328000,1.5634000,4100
NYMEX.XRB,D,20210126,000000,1.5633000,1.5890000,1.5535000,1.5779000,3475
NYMEX.XRB,D,20210127,000000,1.5806000,1.5900000,1.5615000,1.5689000,3249
NYMEX.XRB,D,20210128,000000,1.5654000,1.6119000,1.5634000,1.5807000,1976
NYMEX.XRB,D,20210129,000000,1.5903000,1.6293000,1.5676000,1.5725000,771
NYMEX.XRB,D,20210131,000000,1.5527000,1.5541000,1.5410000,1.5526000,425
NYMEX.XRB,D,20210201,000000,1.5532000,1.5979000,1.5489000,1.5955000,26068
NYMEX.XRB,D,20210202,000000,1.5942000,1.6434000,1.5924000,1.6384000,21601
NYMEX.XRB,D,20210203,000000,1.6351000,1.6583000,1.6312000,1.6533000,24045
NYMEX.XRB,D,20210204,000000,1.6524000,1.6615000,1.6244000,1.6554000,17098
NYMEX.XRB,D,20210205,000000,1.6556000,1.6732000,1.6470000,1.6526000,13753
NYMEX.XRB,D,20210207,000000,1.6517000,1.6628000,1.6517000,1.6611000,66
NYMEX.XRB,D,20210208,000000,1.6619000,1.6800000,1.6575000,1.6794000,15458
NYMEX.XRB,D,20210209,000000,1.6785000,1.6924000,1.6494000,1.6676000,20106
NYMEX.XRB,D,20210210,000000,1.6660000,1.6721000,1.6383000,1.6388000,19236
NYMEX.XRB,D,20210211,000000,1.6413000,1.6670000,1.6335000,1.6462000,17900
NYMEX.XRB,D,20210212,000000,1.6463000,1.7006000,1.6310000,1.6946000,20020
NYMEX.XRB,D,20210214,000000,1.7023000,1.7201000,1.7020000,1.7088000,1474
NYMEX.XRB,D,20210215,000000,1.7088000,1.7843000,1.7078000,1.7837000,8711
NYMEX.XRB,D,20210216,000000,1.7840000,1.7927000,1.7393000,1.7708000,18810
NYMEX.XRB,D,20210217,000000,1.7710000,1.8251000,1.7599000,1.8251000,9841
NYMEX.XRB,D,20210218,000000,1.8274000,1.8486000,1.7721000,1.8137000,9348
NYMEX.XRB,D,20210219,000000,1.8139000,1.8384000,1.7794000,1.7863000,9307
NYMEX.XRB,D,20210221,000000,1.7873000,1.8051000,1.7866000,1.8051000,136
NYMEX.XRB,D,20210222,000000,1.8101000,1.8618000,1.7864000,1.8458000,5724
NYMEX.XRB,D,20210223,000000,1.8475000,1.8722000,1.8121000,1.8537000,5670
NYMEX.XRB,D,20210224,000000,1.8557000,1.9023000,1.8486000,1.9017000,3199
NYMEX.XRB,D,20210225,000000,1.8999000,1.9040000,1.8687000,1.8979000,1954
NYMEX.XRB,D,20210226,000000,1.8835000,1.8975000,1.8666000,1.8770000,2090
NYMEX.XRB,D,20210228,000000,1.9622000,1.9781000,1.9561000,1.9758000,475
NYMEX.XRB,D,20210301,000000,1.9752000,1.9890000,1.9178000,1.9335000,33377
NYMEX.XRB,D,20210302,000000,1.9325000,1.9651000,1.9063000,1.9264000,29977
NYMEX.XRB,D,20210303,000000,1.9263000,1.9711000,1.9247000,1.9301000,27077
NYMEX.XRB,D,20210304,000000,1.9315000,2.0242000,1.9166000,2.0069000,28224
NYMEX.XRB,D,20210305,000000,2.0051000,2.0790000,1.9939000,2.0770000,25264
NYMEX.XRB,D,20210307,000000,2.0826000,2.1119000,2.0826000,2.0890000,743
NYMEX.XRB,D,20210308,000000,2.0899000,2.1065000,2.0314000,2.0478000,22134
NYMEX.XRB,D,20210309,000000,2.0485000,2.0859000,2.0338000,2.0461000,20229
NYMEX.XRB,D,20210310,000000,2.0462000,2.0880000,2.0202000,2.0781000,21331
NYMEX.XRB,D,20210311,000000,2.0777000,2.1455000,2.0750000,2.1345000,19810
NYMEX.XRB,D,20210312,000000,2.1355000,2.1599000,2.1267000,2.1519000,19057
NYMEX.XRB,D,20210314,000000,2.1520000,2.1646000,2.1475000,2.1609000,324
NYMEX.XRB,D,20210315,000000,2.1609000,2.1700000,2.0798000,2.1039000,23843
NYMEX.XRB,D,20210316,000000,2.1039000,2.1116000,2.0761000,2.0952000,15657
NYMEX.XRB,D,20210317,000000,2.0957000,2.1038000,2.0309000,2.0633000,18348
NYMEX.XRB,D,20210318,000000,2.0632000,2.0645000,1.8971000,1.9285000,18907
NYMEX.XRB,D,20210319,000000,1.9258000,1.9711000,1.8973000,1.9362000,12432
NYMEX.XRB,D,20210321,000000,1.9402000,1.9446000,1.9300000,1.9300000,151
NYMEX.XRB,D,20210322,000000,1.9233000,1.9742000,1.9171000,1.9548000,6452
NYMEX.XRB,D,20210323,000000,1.9575000,1.9586000,1.8709000,1.8800000,6682
NYMEX.XRB,D,20210324,000000,1.8812000,1.9915000,1.8812000,1.9751000,6873
NYMEX.XRB,D,20210325,000000,1.9825000,1.9838000,1.9028000,1.9248000,3959
NYMEX.XRB,D,20210326,000000,1.9281000,1.9813000,1.9281000,1.9675000,3763
NYMEX.XRB,D,20210328,000000,1.9665000,1.9758000,1.9613000,1.9758000,43
NYMEX.XRB,D,20210329,000000,1.9780000,2.0179000,1.9506000,2.0168000,1564
NYMEX.XRB,D,20210330,000000,2.0113000,2.0113000,1.9575000,1.9905000,1618
NYMEX.XRB,D,20210331,000000,2.0100000,2.0100000,1.9371000,1.9688000,670
NYMEX.XRB,D,20210401,000000,1.9661000,2.0360000,1.9550000,2.0107000,29597
NYMEX.XRB,D,20210402,000000,2.0223000,2.0223000,2.0223000,2.0223000,1
NYMEX.XRB,D,20210404,000000,2.0223000,2.0223000,1.9928000,2.0107000,386
NYMEX.XRB,D,20210405,000000,2.0120000,2.0149000,1.9297000,1.9737000,24905
NYMEX.XRB,D,20210406,000000,1.9725000,2.0171000,1.9551000,1.9574000,24454
NYMEX.XRB,D,20210407,000000,1.9601000,1.9833000,1.9169000,1.9471000,25094
NYMEX.XRB,D,20210408,000000,1.9463000,1.9655000,1.9331000,1.9578000,20024
NYMEX.XRB,D,20210409,000000,1.9590000,1.9691000,1.9400000,1.9636000,19832
NYMEX.XRB,D,20210411,000000,1.9646000,1.9694000,1.9645000,1.9670000,256
NYMEX.XRB,D,20210412,000000,1.9671000,1.9982000,1.9435000,1.9685000,20962
NYMEX.XRB,D,20210413,000000,1.9685000,1.9874000,1.9646000,1.9736000,15184
NYMEX.XRB,D,20210414,000000,1.9727000,2.0465000,1.9702000,2.0248000,21393
NYMEX.XRB,D,20210415,000000,2.0239000,2.0535000,2.0176000,2.0500000,13519
NYMEX.XRB,D,20210416,000000,2.0509000,2.0622000,2.0364000,2.0385000,16097
